CANADA 90ITEMS
09002N
11701140
001003
(I5,I2,I1,1X,I1,70I1)
(I5,I2,I1,1X,I1,70I1)
  324191 2313111111331311131313113331313
  325180 1331133111333311133111133311113331311333331133113113331113313
  325180 2331311133333313331113313331313
  326190 1331113333333333333311133313113131311311311133113313333113333
  326190 2313313111333311111331113331313
  327211 1333133133333311133131111313111131113313313113133311331133113
  327211 2311313111333311111131111331333
  328191 1131113133331131333111113311111131113313113113133313311311133
  328191 2313111113331111111113313331133
  329340 1133111133113333111113333113111331333313113133133113131133133
  329340 2311111333333311111111111331131
  330360 1331113113133131113313113111111311331313113111113113331333131
  330360 2313111113113331111133111311313
  331220 1333133313333331131311131313311331333331331133133311333333333
  331220 2331313331333313133133333333333
  332211 1133111331131131311113313313111131111313113113313313331313333
  332211 2333311113331311133113113311133
  333191 1331113113333131113311113313111331311333133111333313133331111
  333191 2311133311113111131131311331313
  334220 1313133313133311113313131133331111311311113131113313331313331
  334220 2311311131133311111133113311333
  335190 1333133333333131333111113311113313331113133111313331333313111
  335190 2331331331333133111111331111133
  336181 1113133333333331133311333113311131311133111131333311333133333
  336181 2333133333133313111133113331313
  337191 1333331331333311133311313311311131311313313131113313333111133
  337191 2311313111133133131113313331313
  338220 1331331133331331333111133311311131333313311133133313333133133
  338220 2113113113331311133333313331333
  339230 1331111333133333133313313111311131333333311133133311331133133
  339230 2313313113331311111113331311313
  340180 1331133313333331333311133311111331331331111131131311331133311
  340180 2333113313133313113131111111313
  341220 1311133131331331133131313311111131113313311113313313333313333
  341220 2311313333331111113133313331333
  342180 1133313333333131333313111111311131311331113131133113133113311
  342180 2333113133133311131131113331313
  343190 1131333313333331133311133311311131331313313131313311331111313
  343190 2313313131133311113133313111333
  344190 1331133333331331133311133311111331313313311133111313331333313
  344190 2311113131331311113131311331333
  345201 1133113333113111111133111311111311111113113311113313111133333
  345201 2113133331133311131313313311313
  346190 1333333333333131133311131311111131313333311133133313331331311
  346190 2311311111333313111133313331333
  347200 1133113313133313133333131113131311331331113111131111333313311
  347200 2331133131133313333131313313333
  348210 1333333333333131333313133313111331311331133131133313331313133
  348210 2333111113133313131333113311313
  349190 1131113333333331333331131313111111331333113111113313331113331
  349190 2311111111133311331331313311331
00350241 1331113133333331131111133311113111331331113133133311331133313
00350241 2331133333331311133111133313333
00351191 1333133133331331133111113311111131113313311113133313333333313
00351191 2311313111331111111131313331333
00352190 1333133133333131131311111311113131111313311113133313331111333
00352190 2313113111331311111133311333313
00353190 1133113133133333133311131313111131313331113111313311331113311
00353190 2313113111113311111133313311333
00354190 1333133311333131133131133313111331331313311113133313333313133
00354190 2331311131333133333313313131333
00355190 1311113313333131133313131313131131331311113111113311131133131
00355190 2311111131133313113111313311333
00356180 1331331133331131333113113311311131313313311131113313313131333
00356180 2311311111131331111313313331313
00357190 1313133333333331133331111311111131313311311113113313331333131
00357190 2311113313313311111311313131331
00358180 1333333131333131333111313313311131313333313133313313311131133
00358180 2313311311331333111113313311313
00359220 1331131131331331333111111311111131333311331133113313311111133
00359220 2313111111331331111113311331113
00360230 1331113113331331131131113311111131331311111131133313131113133
00360230 2311313113113311111333311311111
00361190 1333113333133311133311133311133331311333133111113313133113333
00361190 2331133131133313131133313311313
00362180 1333113331333333313311333111113131131313111131133113331313133
00362180 2333313131131311111133313111333
00363180 1133111311131331131311111311111131313311113133113313313113313
00363180 2311113111331111131133113331313
00364181 1331313133223322331311113313133333111313313131133313331113131
00364181 2313111133333333131313331133311
00365190 1133113333333111113313131113131311313311113111113311131113311
00365190 2311111111133113133131111333132
00366190 1333113133133131333311113313111131331311311111113311331113313
00366190 2311313133133311133333313311313
00367190 1331313331333331333311313311311331311331333131133313311113131
00367190 2313311133333311311313113331313
00368190 1331133133333131133313113211111131113313313131113313331333133
00368190 2311111111331311111113313331313
00369180 1333131333133333333313131113111131311333113131113313331113331
00369180 2313311331331313131133113331333
00370270 1331133333333331333311111313311111311313111131313313331111333
00370270 2313113111133311111133313311313
00371190 1333133313133331133311131313111331331331131131133311333313311
00371190 2311111111333313133131113331333
00372190 1331133113332131133111113113331131133313311133113311331313313
00372190 2313311131331331111113313331333
00373210 1331133113333331133311133313311131313333311133133313331133333
00373210 2331313111331311131111313331133
00374190 1333331313333131333311333313111331311311311113313313311111313
00374190 2311313131331333111113313331333
00375190 1133133133333331333311313311133131311313311133313313331113133
00375190 2313111133333311131133313311313
00376180 1131131111333131333311111313311133313313113111313313313111333
00376180 2333313313131331111133333331313
00377190 1333133333333133333311133311111331311333313133133313331333331
00377190 2311311311113311111133313331333
00378390 1133333333333113311113113111111131331333131131133113131113113
00378390 2333313133133311111133313331313
00379190 1333133313333333133313133313311331313333333113133313333333333
00379190 2311313311331333113133313331333
00380180 1331133133333331133111113311311131113313311133113313331333111
00380180 2311311131333311111331313331313
00381190 1331133133333131133311113311111131131311311113111311331313111
00381190 2311311111333311111333311131133
00382200 1333133313333333333311131313311331311331111113313313333313331
00382200 2311313133313311131133313331313
00383190 1331133133331331133131311311111131133311311111113111331333113
00383190 2311111111131111113111111311333
00384190 1313133133333331133131311311111131113311311133113313331333313
00384190 2313311111333331111113311331313
00385250 1133113333133313131313133113111311331333133131133111331311311
00385250 2313113113133131131133113311333
00386410 1333133313133311331313131313131311331333133111133313133113313
00386410 2331313333133113131131113311333
00387190 1131133313133113133313131113111331133313313113113313131313331
00387190 2313111311333331113313313311333
00388190 1333133113333331133311111313111131133313311133113311331113133
00388190 2311311311331111111133313331333
00389200 1331133333331131133111111311111131113313111131133313331313113
00389200 2311111111131311113113311331313
00390181 1131113113331331133113311311111131113311111111113313331333133
00390181 2311111131331131113113311331133
00391230 1333113311333331133333111313111311313311111131113313331113311
00391230 2311113111133311131111311311333
00392300 1113331113331311133111111113111331333311113111133311333313313
00392300 2311311311131333133111313131113
00393201 1333113131331313333113113111131131111311113131113313331313133
00393201 2313113113131331113113313311133
00394300 1333113333333133333313133313131331311313133131113313133313333
00394300 2333113313133313111113313331313
00395190 1333133133333331133111133313131131113311311113113311331113131
00395190 2311111111333133111131313331313
00396170 1313331311331131333111113311311133113113311313311313311131133
00396170 2313311313331331111113313331113
00397190 1333133331333331131311131311111131111313311111113311331111333
00397190 2331311133133311131133313331333
00398360 1331133333331331133113111311311131113313311133113313311113113
00398360 2313311111331311111113311331133
00399210 1331133133333331333111113313311131311333313131133313331133131
00399210 2313313133333313111113313331313
00400200 1133113333133113333313133313311331311333331131333313331113331
00400200 2313313313131333111133313311313
00401200 1331313111333331333311111311111131311333313111113113331111331
00401200 2311313133133331113133113331333
00402260 1333313331133331333313133111131111111313113131133311131113313
00402260 2311113113133311133133113311313
00403180 1333333333333311333311133313113131311331331133133313331333333
00403180 2313333111231313133131313131313
00404260 1331113113133331133311131113331131313311311131131313331113313
00404260 2311311113133311113133313311333
00405190 1333133131331331133111313311311131111113311133113313333111113
00405190 2311111331331331133113313331313
00406200 1333133113333131333111111313311331313333331133113311333113133
00406200 2311313111311313111131313331333
00407410 1333311333331113133113133111331131311313113133133313311113331
00407410 2113113131313133111131133313132
00408400 1313111113131311133311133111131111311311113111133113131133313
00408400 2311111133133111133113113313333
00409390 1331113131331331133111113111111131113113313133133313311113133
00409390 2313111111331311111113111331313
00410190 1333133333333131333311131311311331311333111131313313331133333
00410190 2313113113133311111133313331333
00411220 1333133133333331133111113313111131313331311133333313333113133
00411220 2311111111331111111333313331333
00412201 1311133133333131333113113111311131311333311133313313311131331
00412201 2313313111331331111333113331313
00413201 1331333133331331133111113311111131111313111111133113331113133
00413201 2313311111331311111113311331333
00414190 1333113333333333133313331313111131311313133113313113331113311
00414190 2333333131131311131133113311333
00415190 1133113313133331333111113311111133131311311113313113331113113
00415190 2311311131331311111113311311313
00416201 1133113131133111113313113111131111111313113111313313131111333
00416201 2331113331133331111313113311133
00417191 1113313333333131333311133313311311311333113131333313331131331
00417191 2333333311133333131133313331333
00418230 1333133313333131133311133311111331311333331113133111333113313
00418230 2313313131333311131131313331313
00419190 1333131131331131133131113111331131113311111133113313331313133
00419190 2311311311331111113113313331333
00420201 1311133133133331133113313311311131113313111131313313333111133
00420201 2331311133133331113133313313333
00421190 1133313313133133133313133313313311311331133111133313333313311
00421190 2333333131133113331133313311313
00422220 1333113333333133333311133313131131111313113131133313331113333
00422220 2311113133113311133133313331313
00423230 1331131111333331331131111311311133113313311133313313333133133
00423230 2313313311331331111313333331313
00424241 1333131133333333133313333313331331331333133133133313333131313
00424241 2311113331333333313113313331333
00425191 1333131311333333133311131113311131113331311133133313331133133
00425191 2311313113333311131131311331331
00426180 1333133113333331133111131313311131313331311131133313331313311
00426180 2311313111131313111313313331331
00427210 1313113333333133333313133313113311311333133131113313331113131
00427210 2111313113111333131133333311313
00428380 1333333331333131113313133311131131111313111131133313331133131
00428380 2313111133133311111133113331313
00429201 1333333331333311133311133313111331333313111131133113333113333
00429201 2333313133333313133131313333313
00430201 1333131313333331133111333313313131133333331333333313333313333
00430201 2333333331333313333333313331333
00431231 1331131133331331133311113311311131113313311131133313333111333
00431231 2313113111331311111313313331333
00432191 1331131313331331133111133311111313113333331113133113331333333
00432191 2333111331331113133313113331333
00433190 1313133333333131133331113313111331333131131133133311331333331
00433190 2313313113333313111133313331313
00434200 1331113133331313133313113311111111331331133311111311331333131
00434200 2311111113133311111111111311132
00435190 1333133333333131133311113311111131113333311131133311131131331
00435190 2313313113133111111133313331333
00436190 1331113333333131133111133113111331313313111131133313331313133
00436190 2313111331331311111313313331313
00437190 1333333331333331133113113111311131313313113111133313313133333
00437190 2313111113331311111113313111333
00438190 1133133133333311133313131313311311313333311133113313331133113
00438190 2333311131333313331133311331333
00439190 1333313333333131333313133311111131311333113131133313331313131
00439190 2313113131133311111133113331313
00440191 1333311331133133333333133313313133311113113131333113331113333
00440191 2331111133113311113333331311113
00441190 1333333111333133131311133311113131311333111311333133313113331
00441190 2313313331133311113133313331311
00442191 1333133333333131133111133313111131313313311131113313331313333
00442191 2333313113133331111333313311333
00443191 1331133113333331133113113311111131311133113111113313331113133
00443191 2313311311133111111131311331133
00444260 1333133133333333333311131311311331313333331133133313331331313
00444260 2313313133333333113113313331333
00445191 1331311131331331333111313331311133113113311333313313331131333
00445191 2311331313311331111313311133331
00446180 1333133313333331333311131313111331131311113131313311331313313
00446180 2311313133133311311113313311313
00447190 1133133131333331333311113113111131333313111111113333331133331
00447190 2331313131133311111113313331333
00448190 1331133333333331133311133311111331311311313133133113333333313
00448190 2311313113333113131313313331333
00449180 1133131313333333131313333313131331331333333113333331133331333
00449180 2331113333333113133133313311313
00450190 1331133333333131133311111311111131313333111133133311331313113
00450190 2311313311333311113133313331333
00451190 1133133133333333133313133313113331313333333133133313311111311
00451190 2331313131333333331113333313333
00452190 1133113133133131133313133111111311313331133111133313333113331
00452190 2331113133133311131133113311313
00453180 1331133333331331133311113311111311311333311111133113333311331
00453180 2311111133111313131133313331333
00454221 1333113313333133133311113313111131113333113131133313331113313
00454221 2313331111131311113313333311333
00455180 1133333331333331111311331113113131131113111133313311333333331
00455180 2311113311333311133331113331333
00456200 1333133333333333133311133313131331311333131113333313333113333
00456200 2311313131333333131133313331313
00457200 1313333333333113113313133113311131111313113131313313331113333
00457200 2331113133133311131333133331313
00458190 1111131131331331133311113311111131113313311133113313331333133
00458190 2313113311333311111133311131333
00459190 1313133333333131333311133313111331313331311133113313311133333
00459190 2313311133331313131333313331333
00460200 1133133333333313133311131313311131311333311131333313333311313
00460200 2313131113333311111333313311313
00461200 1331331131331131133111313311111131113313311133113313331111133
00461200 2333311313331331211313311331333
00462190 1333331333331133313113113311311133113333113333333313311133333
00462190 2333113333111331331333113313313
00463180 1331133113333131133111113311111131111313311131313313331111133
00463180 2311313111131331113113313331333
00464231 1131113113333311113311133113131331131133333111131313131113111
00464231 2311111331133311331133113311333
00465200 1331133333133331133311111311111131133313311113133311331313113
00465200 2311311111331311111131311331313
00466201 1333133133333133333111133313111131113113311133133313331133331
00466201 2313313113333311113333313331313
00467190 1331133133331333333133111311311111113331111333133313331333113
00467190 2311311131331311111313313331131
00468200 1333133333333133333311131313311331311333131113133313333133331
00468200 2333313331333313131333313333333
00469190 1313131113333331333331113313331331113311331133333313333331313
00469190 2311331333333333113333313333313
00470411 1133333313333333333313133113311131311331111133133313313333333
00470411 2131111131333311131133113331333
00471191 1333133133333331131113111311111131111313331131333313333333133
00471191 2313311111331313111331333331313
00472200 1331133333331331133111311311111131113331311133313313311111313
00472200 2311111131333311111111313331333
00473211 1133113331133311113313131113131111331333113111133313131113131
00473211 2333113131133311131133113311113
00474190 1331133133333131333331133113111131313333313133133113331333133
00474190 2313313131333111111331313131313
00475190 1133313333133331133331113111131311311331133131133313331313331
00475190 2311111111131311113131111311133
00476191 1131113333133311113113133113111311311331113331111113131113311
00476191 2331113131133311113131111311133
00477190 1133131113333331133311133313311331313333111111133313333113311
00477190 2331113111133311331131313311331
00478190 1131133313333333133113113113111111313333313131113313331133333
00478190 2313313113133311111133313331313
00479190 1331333333333131333313133113311131311331331133131311333133313
00479190 2311313131333313131133313331313
00480350 1333133313333331133313111113311131313313331133133313313313313
00480350 2333313133333313131133313331333
00481231 1333133113331111133111111313111133331333311131333113331113333
00481231 2313113333331311131313333331313
00482190 1331133131333331133111333313111331313113331133113313333133333
00482190 2313311133333333111113313331333
00483190 1113333331313331333311133313113331311313111131313113333131313
00483190 2313113333131333111133113313333
00484221 1333113133333131133113113311331131111313111131133313331111113
00484221 2313313111131331111133133311332
00485190 1331133113333131333111131313111131311331311133133313331313333
00485190 2313313133333311111313313331133
00486191 1133111313333133133113133311331311331331133131131313333133333
00486191 2131113313133133131133133311313
00487190 1333133133331131133311113313111131311333311113113311311113133
00487190 2311113131331311111113313331313
00488211 1331133133333331133331113311111131133313311133113313333311133
00488211 2313113111331331133113311331333
00489261 1311333311333311133331113313111131313331113133313311333133133
00489261 2311313111333311113133311331133
00490201 1331133133133311133311133111311331331333313111131311331131331
00490201 2313333133133331133133311313333
00491191 1333113131133331113311113313131131313311111333313313131131113
00491191 2311113113133131111133313331313
00492191 1331331333333331133111113313311131113333311133133313333133333
00492191 2311311311331311311113313331333
00493190 1333133333333131333311133313311131311333311133133313311133331
00493190 2313313113333331111133313331313
00494210 1333333113333333133311133313311331331331331113111111333333331
00494210 2331313131333333131333313331313
00495180 1113333331333133133311333313111133311133113111333313131113331
00495180 2311313133131311111331333331113
00496200 1333133333333333333311333313113331311333313113133313331111313
00496200 2311113113333333131133113331313
00497190 1133333333333131133311133313311111133133111131333313333131133
00497190 2333113133131331131133313331311
00498190 1331333133333331133311111313131111331313111133133313331331133
00498190 2313113133333333131133313331313
00499190 1333133333333333333311131313113131313313111113113313333133331
00499190 2313113111333331111133313331333
00500230 1331331131331131133111111311311313333131133311331131113311331
00500230 2313111111331331111113111131113
00501200 1331133133133331133113113313311131113313113131133313333113133
00501200 2311311113133313111113313331333
00502190 1331133133333331133113113313111331313333333331133311333113133
00502190 2313311131133113111113313331333
00503190 1333133333333331133311333313131331311311311131133313331113133
00503190 2311113133133313113111313111313
00504200 1331133333333131333311113313311331333333331113133313333113131
00504200 2313313133331313131133311331333
00505181 1331133133333131333111113111131131131313313333113311331333113
00505181 2313111133331311113113311331133
00506191 1311313133333333331113133313311333313313113111331313131113333
00506191 2333313133133313111133313313313
00507190 1331133113333331133313111311311331111333111111133313333111311
00507190 2311313133133313133133313311333
00508190 1131333133333131333313113313311131313333111131133311331113313
00508190 2313313131133311113113313331333
00509200 1331113131331333133313113311111111333313113131133313331131333
00509200 2313311313333331111333111331333
00510191 1333313133333131133113333111111331111133113131333313331113333
00510191 2311111113133313111113333333313
00511190 1333133333331131113311133311133131111313313133113313333111313
00511190 2331311313331331111133313331333
00512191 1331311331133311111133133113311333313133113111131311333311331
00512191 2331313111133133333333333313333
00513201 1331133131331131133131133311111131113313311113113313331131333
00513201 2333311133311331131113313331133
00514190 1331133333333131333313113311111131113313111111113313331311133
00514190 2313311131131311111133313311333
00515191 1333133133333133333311133313111131313313311131333333333133333
00515191 2313113133133331131313313331313
00516211 1311313111133131331113313311311131113113111333113313331113133
00516211 2313313113311311111313313311311
00517191 1333113331133331333311333313111333311313111313313313333113333
00517191 2331313333333313133333313311333
00518190 1133113313333313133313113111111131111133311111313313331113333
00518190 2311113113133333131133313331313
00519200 1131113333313133133313133111131111331311111111113313111113113
00519200 2311111111133311111133313331311
00520251 1133313333333111311333111111111311311333113131131113131113321
00520251 2311113311133331131133313311313
00521190 1333313331333133333111133311313131111313313131113313331111331
00521190 2333333333133331131113313313313
00522250 1133113333333313333313133313111111311313113131133113333113313
00522250 2311313311133313131133313311313
00523201 1333333133333133333111113311313133111313311133333313333331133
00523201 2333311113313331111333331333311
00524190 1133333333133133331313133313331311311333131133133313133313331
00524190 2333333133333333131133313311313
00525190 1331331311333333133311133313311133333333311133133313333131133
00525190 2113313333333333111133313331133
00526190 1333133313333133131311133313111331311313113131113313311313131
00526190 2313131331133311131133113131333
00527180 1333311333133133333313133313113313313313333111113313333111311
00527180 2313133331313331333333333333133
00528200 1333113333333131133111313311111331311313311113113113331111331
00528200 2333113133331331111113113331313
00529190 1333113131333131131113113311311331311113113131111313331113333
00529190 2311311113331313111113111331333
00530190 1333333313333111133313133113311331311333113331333313133313331
00530190 2331133331133313131133113313313
00531200 1333313133133311113313133113131311311133133331111113131113131
00531200 2311311113133313131131113311333
00532201 1133113331133113313313133111331111111233113131113131113313311
00532201 2313111333133311133111111311313
00533200 1311131133331131133111313311311131113313311133313313331131133
00533200 2311311111331331111113311331313
00534180 1333133313333331133311131311111131313333311133133313331113313
00534180 2311311111333311111133313331333
00535191 1133133133333331333111133113111133111333313131133313331113331
00535191 2333313133131331111313113331333
00536200 1333133133333311313113113111131111111313113131333313133133113
00536200 2311313111133311333133113311333
00537180 1333133313133333113313131113131311311331131131133313133333313
00537180 2333113131133333131133113311333
00538191 1331133333333131133311133311111131313333311111313313331113133
00538191 2311311113131331133131313131313
00539201 1333133133331331133331311311111131133311311113133313331331133
00539201 2313311313331331311333311331333
00540201 1331113133333331133113113111111131133311111131113311311113133
00540201 2311111111131111111113313331133
00541190 1333133313333331133311113313311131333333311133313311331113133
00541190 2311311113331311311333313331333
00542190 1333333333331331333111113111311131313333111133113311331113311
00542190 2313113113333311111113113333313
00543220 1333133333333331133311113311311331111313311131113313333113333
00543220 2313313113133311111333313331333
00544190 1333133333133133333311133313311331311313133131113313331113331
00544190 2311313111333313113333113331313
00545211 1313313333331131333111313311313131311313111133133313331313333
00545211 2313313313331311111333333333313
00546201 1331333131333131133111113313311133113333311333133313311113331
00546201 2313313133333331111313313331333
00547180 1331133311333331131311133313111311113311111313311313331331113
00547180 2331111333331333131133313331333
