ZIMBAWE 90ITEMS
09002N
11641146
001003
(I5,I2,I1,1X,I1,70I1)
(I5,I2,I1,1X,I1,70I1)
  658251 1133333133333313133311131111333113333313313133133311131
  658251 2313313331311111331111313113331133313
  659240 1131313113333331133133111113111131333333311131131311331
  659240 2333133311111313333331113111311331133
  660300 1333133333333333133311131313111133313333311133133313331
  660300 2331313311313133333311113113313331331
  661231 1331113113333331133131133311131131333333311113131311333
  661231 2333111333331123123123313231313331113
  662301 1333313333333333333113133113331131111333311113123311331
  662301 2333313313331311333311233111111333333
  663251 1333333133333111133333111113131133333333311133333313331
  663251 2331333313311311333331333133311133333
  664201 1133133313331333133111133313331131311333313133133113331
  664201 2223131331113111331313133133313333133
  665221 1133311311133111133111331313311331311331313131133133311
  665221 2113331333131331133111131333313313313
  666301 1333333133333331331331133313331311113333313131133313131
  666301 2331333333311111131313113113313333333
  667301 1321331133333333133133131311131331333331311131131311311
  667301 2333113313132111113311113111313133331
  668301 1331313113333331133131131113131131131333311131131311331
  668301 2313113313111111331311113113111331333
  669201 1333313333333133333313133313311131311333311133133313333
  669201 2113333313313133331331131331313333313
  670220 1333113133333113133333331313111331111333313113133311333
  670220 2313311331113111333311131133311331113
  671241 1323133333333133133113133313331131111333311133113313313
  671241 2113333333331331333331333113313331331
  672281 1331131311333121133331131313111131333331311133131311331
  672281 2331313331133111333311131111211333333
  673291 1133313333333331333333133113133311133333313113133313331
  673291 2313313313133333333331333133311333333
  674301 1133313123333133333132131113333333333331312333113331333
  674301 2311213333333331331311331133333311233
  675191 1333313123111311133133133111133111133111313111131331331
  675191 2333313311131111331111133111111133133
  676221 1333333313333333333313133313332311111333313333133311131
  676221 2333333333331333331311333331313333331
  677231 1331111133331311133311111131111131131331111111111313331
  677231 2313133333133333331333333312333333331
  678271 1113113133133331133133111313111111133331313111131331331
  678271 2331133113111111331311133331113233133
  679331 1331313113331311333113113113331111131333311133133311333
  679331 2331313313311311331311113131111131333
  680341 1131133133333311131113131313131111133333111133111311331
  680341 2333313331311313333111131133313331333
  681351 1331313113113311133133111113131131131333313111133111331
  681351 2313113311111331333111133133111111133
  682341 1333313333333311313133133113133111131333313111113113331
  682341 2313333313111113133311113131113113331
  683391 1133333333333133333113133113313311311333131131133313111
  683391 2311331333313113333333131313113331313
  684301 1333333133333333133333133313113333133333333313331333331
  684301 2213333313311113333313333133313333333
  685210 1333313113333133133131133313111131132333311133133311331
  685210 2313133333111111331311133113113331133
  686241 1133133333333131133311333313111131131333311113331311331
  686241 2313331313111113333311111133311331333
  687301 1331133113333131133131113313113131133313311133133311331
  687301 2333311311113113331311313113313331333
  688230 1133133313311331133313131313131131113133311113113313331
  688230 2313131311313311331311131333313333133
  689281 1333311133331311333133131113131311113333113123111313331
  689281 2333331333131311331331331132313313333
  690231 1333312111331131331113113313111131131133312113133311331
  690231 2311133313111313331131111113311333131
  691291 1333113333133333113313131313333313311333133331133311131
  691291 2313331333131113333331131133333313333
  692210 1333333113331131133133111311111131133323311133133311331
  692210 2313331311113311331131311113313333333
  693341 1333133113333133133113133111311133111333311133133313331
  693341 2313313313111311331111113313313331333
  694221 1331111113232132133331133313111331113311313113131313311
  694221 2312113331131133311133311313133131333
  695221 1311333111331311333133133311313133131333311111133311331
  695221 2331133313311311331311113111313133133
  696270 1133333333333131333111113113111111113333311133133311331
  696270 2313313311313313313311113311113331333
  697210 1331313113313131133131111311111131111313113111131311331
  697210 2331111331313311333311131113311133133
  698280 1133313313333333131333131113133111331331133331113311231
  698280 2313313331133331133311313133113333333
  699261 1333313133331133333311113313311131133333311131333311331
  699261 2133133133313113331311111333313131333
  700201 1113111311111133311311313131333313313111131133311133113
  700201 2133111113331131313133311331133131111
  701211 1333313313133331333313133313333331113333311111133313331
  701211 2313333313333333333313113333313333333
  702221 1333313113331333333331331313133131313313333311111333333
  702221 2313333333333333333333333333333333333
  703201 1333333133333333333333333313133131113333333131133313331
  703201 2313333333333331333313333333333333333
  704221 1332113113333331133131131313113131131331311113131311331
  704221 2333313331311131331311333313311133333
  705221 1311313113333331133131131311111131133333113131111311331
  705221 2333313313111111333311133133311133331
  706211 1333311333333131133311133313333133313333331133333313331
  706211 2311333333331131331331331333313333313
  707201 1333313113333331131131111113133131131311111131131311331
  707201 2333333313313311313311333111313133133
  708180 1133313333333311333133131313333131113333113113333313331
  708180 2311333333131331133311331333313333333
  709421 1331131311331311333131111113111111131333113113131311131
  709421 2313113311133311133133111111111333313
  710201 1333111113333331333111113313331111113313331333313313311
  710201 2333133313131321333311113123113213333
  711221 1313313313331311131111131313333111131313131131113133131
  711221 2131313131313311311311313113133113313
  712230 1333131333333333333311113313113113113333311133133311333
  712230 2333333311111113331311313333113333333
  713230 1333311333333331333313333113333113133333333133133333331
  713230 2313333333333331333331333333333333333
  714251 1113331113333311133111131313331111133331311133131313131
  714251 2313131333111131313331113133311133331
  715251 1333331113333333333331113311133131113333311111131311333
  715251 2333333313133311331313111313313133333
  716241 1333333313333311333313133313133113311333113313131311133
  716241 2331333311311111333331333313313333333
  717221 1333113313333131133131113313311131133331311133331311331
  717221 2333333333111331331311133313333333333
  718311 1331331333313331333131113313311133311333111133133313331
  718311 2133133333313111331311113111311133331
  719271 1333333113331113113111111113111131111331311111131313331
  719271 2311131313131113333311311113313313313
  720271 1133313133331331133313133313133331333333331331331311331
  720271 2313331313113111333311333133311333333
  721341 1333113113333131131313111313131133131333111133131311331
  721341 2321113313111311331113131113313311113
  722251 1333311313333132333311333311131131113333323133131333331
  722251 2313313313333313333333333333313333333
  723251 1311313113333331333133133313131131133111313111133311331
  723251 2311313313333111331311131131111133333
  724190 1232113113333331133131113313111131111333311111113311331
  724190 2313313313113311333111121133311313313
  725211 1333333313333133333333133313333113311333313133133311331
  725211 2331333331131132333311331333313331333
  726191 1133131331311113311131311131113111111313113313111111131
  726191 2131133311113111311331311113111313111
  727221 1331113313333331133111131313111131111131111111111311331
  727221 2313113331111111133111131113113111333
  728401 1131311113333331333111111313131111133333311111133311331
  728401 2333113331311111311311113133111131133
  729220 1133313133333331331133133113331133131333313113133313331
  729220 2333333333313331333331111133311331333
  730220 1331131113333331133131111311131331133313313113333313311
  730220 2333113313333331333131331133311333333
  731200 1333133333333111333111133313313311111333311113133313333
  731200 2113331333333131133313331311131333313
  732260 1311113131111133311111131311131311331333111131133111331
  732260 2313311331113133333311333133313331333
  733241 1133313331131113331131133113313131111313331131133311311
  733241 2113331333311333131331331313113313333
  734301 1333113333133133313311133313331331111133133111333113131
  734301 2313333333133313133313333133131311113
  735291 1333113313331131133131131311131131331331313133133311331
  735291 2313313311311113333311111311313331333
  736241 1333331113333231133333113313113133113333321133133313333
  736241 2313313333333111331311333333313333333
  737250 1331313113333331133113111113131111111333113131131311331
  737250 2333313311131111133113133133113322222
  738331 1333313133333331133133131113131311123331311111131311331
  738331 2311113311311311311111113311311131131
  739210 1313333331313111331331133313331113131333311133133311331
  739210 2113331313131313331311131123311331313
  740320 1333333333333231133331131313313133313333311133113313331
  740320 2333333313333313333311113333333333333
  741241 1133313113333331133313113113331111111333313131133113331
  741241 2333131313133133133311333131113333333
  742321 1133113313133331133113131113131311331331133131131311333
  742321 2313313331113311113313133133113333333
  743241 1333331133333133333311113313111133131313331113133311331
  743241 2331133313113111331111131133313331333
  744210 1133331313333333133313111313111131331333311111113311331
  744210 2311313313113131133311133333313131333
  745241 1311333313331131131113311313133133133333313133133313331
  745241 2331333333111113331311133113311333333
  746261 1133313113333331133121111113111133131313311113111311331
  746261 2333113311311313331111111113313333133
  747261 1333133113333331133133133313111131333333311113131311331
  747261 2313311311111111333111313113313331333
  748240 1131113113333131133131111313111111133331311111133311331
  748240 2333111311113111133311113133311131333
  749241 1333113313333333133111131113311111111331311133131311331
  749241 2333333313111311331311113133313333113
  750201 1313313333333313133133133313131333113333313313133313331
  750201 2333313333111333333313331313313133333
  751241 1131313113333331133131111113131111131333313131131111331
  751241 2311113311311113131311133133133131333
  752281 1333113313333133111333111113111111131131333133131113331
  752281 2331133331313313133311113131113331133
  753201 1131333113133313133121113113113113311333311111333311331
  753201 2111333313313311313311131113313313133
  754240 1331311113333333133133111311111131133333311133131311331
  754240 2313113331113111331111111113311131333
  755211 1333333313331131133311131313331131111333313133133313331
  755211 2313133333311311333331133133313331333
  756231 1311333113333331133133131111131113131333311113131311331
  756231 2331313311111311311111133111313131333
  757271 1131131113131311331133113111113113111331313131113313111
  757271 2333131311111321131311333231111113133
  758231 1333113313333333333313133313311333331333311133133311333
  758231 2311333313111111333313111113313331333
  759311 1133311333331133113113113311131111133333133311113331131
  759311 2333333313311313333311133113311311133
  760211 1333331113333313131313331313333111311313113331313313331
  760211 2333133333331333311311131311133333113
  761221 1331313313333311133113133133331111111333311133133111331
  761221 2333333333311313113331113113313333133
  762200 1333313131333331133133131313331311133331311113131311331
  762200 2313313311133111333311333331311131333
  763361 1333113333333111333311113111113333113333311133133311333
  763361 2313333313331113333311131331113331333
  764301 1333313333331331133313133113133311131333311131133311331
  764301 2313133311113331333313133133113331333
  765321 1111311133333311133131111111131131133331313111131311331
  765321 2331113311111311331131113111111131133
  766241 1331313113333331133131131313111133133333311133131311331
  766241 2333113333111111333111133111113133333
  767200 1133311113133311133131111113131111131313313111111311331
  767200 2313113313111311312111113113111111133
  768180 1313331133333331133331131113111311333333311133133313333
  768180 2311331331113333333313333313313333311
  769210 1313331333133133333333133133331331331133311133133313331
  769210 2313333333113131133331333111113133333
  770261 1333313113333333133333131313111131311333313111131313333
  770261 2333333333311131133331131133311313133
  771250 1131313313133311131333111113131131111313113131113111331
  771250 2113333111311313133331113133311331333
  772260 1333113133333331333333131111333131111313333111131313333
  772260 2311311331333131333311333133113133333
  773241 1331333133333133133111133313313331111333311131133311331
  773241 2333111133313133133331133133311133333
  774251 1133111113333113133311133111313111131333111333133313333
  774251 2311333313111113333311131111313331333
  775241 1131113313133311113333131113131311131333113111133111133
  775241 2331311331113113133333133133111313333
  776221 1333333333333333333131133313333133313333313131133333331
  776221 2333333333333333333331333333311333333
  777321 1333113113333311133131131113133111131331113113131311333
  777321 2331113313111111311111133113311331333
  778201 1333331113313133133133113111131111133331111111131313331
  778201 2333333333313311111111113111111133333
  779201 1331313311313333333131113313311133131311111131111311331
  779201 2313333313311311333311113133311331333
  780211 1313313333333133133311111313331133113333113133133313331
  780211 2333131313111113333311111331313333333
  781291 1333313113333132133111133313131131111333311133133313331
  781291 2333333313311113331311131113313333133
  782231 1333133311333133333311131313313133111333311133133311331
  782231 2311333331313133331311131333311333313
  783331 1133313113333311133133113113113131133333111131113311331
  783331 2333313313111311333111313133311333333
  784211 1333313313333311333113131313131331111333313113131313333
  784211 2313333333313131331311133313313331333
  785301 1333313113333333113113111111131131111333313133133111331
  785301 2333331313111311331311111313111333333
  786221 1133133133333131133111113113311131113313311133131313333
  786221 2313333313113313333311111133311331333
  787301 1133113113133131111131133113133111111333111131113133331
  787301 2311333311311311333131331133113333313
  788181 1333311113333133133333133313111111111313113111131131331
  788181 2331333331111311331111313313311331333
  789201 1111313113333313133133111113131111131333311111133311131
  789201 2333313311113111333111133113111133133
  790381 1333311333333333133311131113111133111333331133133313333
  790381 2313333333331113333311113113113133333
  791281 1333331113331131333131113313113113313333111133133313331
  791281 2333313313133113333111113113331331133
  792211 1311313113331311133331111311331331313331333131133111331
  792211 2331113311313311331333311313313313131
  793301 1333113113333313131111131113131131111333313111333113131
  793301 2313133333131311133311113131111333333
  794311 1313333313333131313131131313311333331331111133111331331
  794311 2313113311311113333313111113313333333
  795201 1311311113333311131331111111111131333331313111111111331
  795201 2333111311111311111111111111111131133
  796211 1333333133333133131313113313113131113333311131133311331
  796211 2313113311213311331311113131111333333
  797261 1133313313333333333333131313133311131333313133131113133
  797261 2313333333333333333311131113111333333
  798220 1131313113333313133133111113131131131333311133131311331
  798220 2333113313113311331111113113111131133
  799371 1123113133333331133313131113111111113333313133133311311
  799371 2113113313313111333111111113311131133
  800261 1313331313331331133131113313111133311333111333133311311
  800261 2331111311311311331311113133313331333
  801331 1333113113333133113113111111331131131313311133113313331
  801331 2311111311111111313311113111311331131
  802241 1333131333333111133133133313313331311333111133133313331
  802241 2311331331331313333331333313313333333
  803211 1333113313333333333331131331133131111331313311131311311
  803211 2331333311111311333113311132131313133
  804251 1333313333333133131313113313311331111313311133333311331
  804251 2113331333111313113111111133313331111
  805381 1133113113331331133133131311111113131333311113131311331
  805381 2313333333311313333311113113313333333
  806261 1333313113333331333131331313131113111333313113131313331
  806261 2331133313111113311331311113313131333
  807241 1333133313331331333333131313333333313333313313111333333
  807241 2333313333333333333311133333331333133
  808291 1331311113113133131313111111132113113323331113311111331
  808291 2133113313111311333311113111311331333
  809191 1333333113331333133131133313131133333333311111131311331
  809191 2333313331113333331111133313311133333
  810271 1333313313331333133131131113133131113333313113131311331
  810271 2313311331333331313331313113311333133
  811261 1131113113233311132131111312121111131333311133131311331
  811261 2311131312111311311111113313113131333
  812241 1333313133333333333333133313331131131333311133133313331
  812241 2333133313113113333311133133313333333
  813301 1331133113333311333333111313113131133313311131133311331
  813301 2331333313311111113331113113331133113
  814341 1133311113333311133333111113131111133333113111111111331
  814341 2333113311111311131111111111111131113
  815200 1333113333333113133333133113133131311333311113131311331
  815200 2333313333111311333311113133311333333
  816221 1331133113333131133311133313313333111333333133113313331
  816221 2311333333131311333331131313111333133
  817291 1331113133331133133111113313113133131333311133133313331
  817291 2311333313311313331331313333311331313
  818240 1333133113333311133131111313111131113311111311131313331
  818240 2313113311113111331311111133313133333
  819281 1313331111333331131113131313331111311333331333133311331
  819281 2313333313131311311331133113111133133
  820341 1333113113333333133333111313111131133311311113131311331
  820341 2333133311111311333111113111313131333
  821221 1233313333333331333113133313111131113333113131133313331
  821221 2313333313111311333311131313333331333
  822270 1133313333333131333311113313111311133331311131133311331
  822270 2113313313111133333311113133113331331
  823231 1131313113331331133133131111131131113233131113131313333
  823231 2313311311111311333331131133311133113
  824301 1313312113333331131131111313131131133331313111111311331
  824301 2313313333311313331111133133111113333
  825301 1131333113333331333111111113131131131313111113111331331
  825301 2333133313311111331311113333311331333
  826220 1111313313333311111131133131111111131331113111131311331
  826220 2313313311111313131111111113311133313
  827270 1333313113333111133133111113311131113331111111131111331
  827270 2113311311113111133111113133111331333
  828211 1313333333331133331311133313111133111331111131133313131
  828211 2313331133133313113311131333311333333
  829301 1333333113333133333131131313111131133333311113113331113
  829301 2131311331111111133111131311331313113
  830221 1131133313333111133111113311331133111333311133133311333
  830221 2313331333311311333311333313111333333
  831311 1133333113333311133133131113131133133313311133111111331
  831311 2331113313111113331311113113111131333
  832231 1331313133333133333131333313311133111133311133313311331
  832231 2111333331313333331331111333313133133
  833231 1331313113333331133131111311131131131331313111111111331
  833231 2333113311111111331111113111313333113
  834381 1332133133333133131313133313313131113333311133133311331
  834381 2333333333313113333311133313333113333
  835221 1131333113331331131131113313111131113333311333133311331
  835221 2133333333313311311331133113313333333
  836250 1133333333333113331311133113133333321333131131133313133
  836250 2313333333333333133331331133113333313
  837321 1133313113333331133131111113133111131333311131111311331
  837321 2113313311111111333111111133111131333
  838341 1333113113333333133333111313111131133311311113131311331
  838341 2333133311111311333111113111313131333
